"rec_id","state_lgd_code","district_lgd_code","sub_district_lgd_code","village_lgd_code","season","season_id","season_start_date","season_end_date","crop_code","crop_name_eng","irrigation_source","area_unit","year","timestamp","no_of_plots","no_of_farmers","crop_area_closed","crop_area_approved","createdat","updatedat","reference_id","record_id","is_view"
107147924,"27","466","4213","558545","Rabi",NULL,"","","0101901","Wheat","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","14","14","6.3700","6.3700","2025-03-13 15:59:49",NULL,"20250313153709","00054f46-fb9c-40f3-ab91-fd0fcc5c799f",False
107147925,"27","469","4138","548979","Rabi",NULL,"","","0101000","Maize","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.3700","0.3700","2025-03-13 15:59:49",NULL,"20250313153709","00065735-bdc8-4402-a7a1-c9bc3f603519",False
107147926,"27","496","4245","561996","Rabi",NULL,"","","0300200","Sugarcane","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.7300","0.7300","2025-03-13 15:59:49",NULL,"20250313153709","00069bff-320f-4e6a-8c80-5b670eccf55c",False
107147927,"27","466","4206","557797","Rabi",NULL,"","","0101800","Sorghum","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.0000","1.0000","2025-03-13 15:59:49",NULL,"20250313153709","0006caf5-4411-4abe-b29f-442ca65100fd",False
107147928,"27","486","3953","525578","Rabi",NULL,"","","0101300","Pearl Millet","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","1.2200","1.2200","2025-03-13 15:59:49",NULL,"20250313153709","0007a278-e405-45b4-ad15-2292bf2987c0",False
107147929,"27","487","4150","550805","Rabi",NULL,"","","0200601","Pea","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","10","10","2.7442","2.7442","2025-03-13 15:59:49",NULL,"20250313153709","0007f10d-5c1c-4a99-bc3c-a564195f3e00",False
107147930,"27","479","4128","547749","Rabi",NULL,"","","0504500","Pomegranate","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","3.6600","3.6600","2025-03-13 15:59:49",NULL,"20250313153709","0008a73e-fa5c-45ba-a8a4-cb502e7f7d21",False
107147931,"27","487","4142","549643","Rabi",NULL,"","","0101701","Rice","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","7","7","2.7500","2.7500","2025-03-13 15:59:49",NULL,"20250313153709","000965a9-8467-4ca7-aaba-613fe6b26a79",False
107147932,"27","496","4250","562401","Rabi",NULL,"","","0702000","Onion","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.4350","0.4350","2025-03-13 15:59:49",NULL,"20250313153709","000ad011-0b50-49de-a936-21ac74c3e855",False
107147933,"27","479","4132","548126","Rabi",NULL,"","","0702000","Onion","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","14","14","8.1250","8.1250","2025-03-13 15:59:49",NULL,"20250313153709","000b02a0-1cbc-4187-a7bf-33ba2708e8a0",False
107147934,"27","492","4267","564970","Rabi",NULL,"","","0501200","Cashew","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.5600","0.5600","2025-03-13 15:59:49",NULL,"20250313153709","000bb6aa-630c-4fb0-999a-74390f3c1bd3",False
107147935,"27","466","4202","557435","Rabi",NULL,"","","0101000","Maize","शेततळे","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.4900","0.4900","2025-03-13 15:59:49",NULL,"20250313153709","00014bc7-caf0-4536-87ad-82a7467f1816",False
107147936,"27","499","3997","530998","Rabi",NULL,"","","0402000","Nigella","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.4500","0.4500","2025-03-13 15:59:49",NULL,"20250313153709","000262ec-b51e-45b4-9331-1d53c0ce2f03",False
107147937,"27","470","4221","559560","Rabi",NULL,"","","0101800","Sorghum","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","4","4","0.2475","0.2475","2025-03-13 15:59:49",NULL,"20250313153709","0002f12e-ad26-4a3b-bcba-d55257eb7088",False
107147939,"27","466","4211","558316","Rabi",NULL,"","","0101901","Wheat","अन्य सर्व्हे नंबर मधील  कुपनलिका ","Hectare","2024-2025","2025-03-12 20:14:22.294777","4","4","0.8400","0.8400","2025-03-13 15:59:49",NULL,"20250313153709","0003f46d-0fa8-4d6e-8463-f1614ad95d45",False
107147940,"27","487","4153","943048","Rabi",NULL,"","","0200900","Lentil","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","8","8","3.6850","3.6850","2025-03-13 15:59:49",NULL,"20250313153709","0004d3bd-facb-4987-99c7-8eddd61a4d96",False
107147941,"27","475","4057","539155","Rabi",NULL,"","","0200900","Lentil","तलाव","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.6600","0.6600","2025-03-13 15:59:49",NULL,"20250313153709","0006321b-46e3-4039-a59a-21e4264b330d",False
107147942,"27","478","3972","527753","Rabi",NULL,"","","0701400","Cucumber","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.4200","0.4200","2025-03-13 15:59:49",NULL,"20250313153709","00068607-5826-45a2-94f7-ad4f233eeb18",False
107147943,"27","490","4199","556883","Rabi",NULL,"","","0101000","Maize","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","3.3000","3.3000","2025-03-13 15:59:49",NULL,"20250313153709","00076371-de90-4eee-9b4b-227255da9bae",False
107147944,"27","484","4026","535294","Rabi",NULL,"","","0200400","Chickpea","सरकारी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","3.3200","3.3200","2025-03-13 15:59:49",NULL,"20250313153709","00080271-55de-40f4-9208-65335c1adf14",False
107147945,"27","471","4043","537454","Rabi",NULL,"","","0801200","Soybean","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.6100","0.6100","2025-03-13 15:59:49",NULL,"20250313153709","0008d1d9-4724-457c-a758-7261423539b0",False
107147946,"27","478","3960","526743","Rabi",NULL,"","","0500800","Banana","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","20","20","16.9516","16.9516","2025-03-13 15:59:49",NULL,"20250313153709","0009d844-b3e0-41f3-bdc5-0a44ec963fe3",False
107147947,"27","469","4140","549363","Rabi",NULL,"","","0101800","Sorghum","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.4000","0.4000","2025-03-13 15:59:49",NULL,"20250313153709","000ae263-4518-4836-9985-31cb2da428e9",False
107147948,"27","478","3967","527280","Rabi",NULL,"","","0101000","Maize","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","2.9500","2.9500","2025-03-13 15:59:49",NULL,"20250313153709","000afdcc-4dc9-47de-99c4-b88263eb402c",False
107147949,"27","488","4241","561523","Rabi",NULL,"","","0702000","Onion","बंधारा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.1800","1.1800","2025-03-13 15:59:49",NULL,"20250313153709","000f3c61-323c-4157-9fe3-586d6b1c834d",False
107147950,"27","500","4092","543699","Rabi",NULL,"","","0101901","Wheat","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.4000","0.4000","2025-03-13 15:59:49",NULL,"20250313153709","000fa640-6a73-4aa3-a6d4-b09de53d070d",False
107147951,"27","466","4214","558664","Rabi",NULL,"","","0505300","Sweet Orange","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.8000","0.8000","2025-03-13 15:59:49",NULL,"20250313153709","000b50cf-1cc7-49cc-86b0-de122a9f495e",False
107147952,"27","478","3969","527458","Rabi",NULL,"","","0101000","Maize","अन्य सर्व्हे नंबर मधील  कुपनलिका ","Hectare","2024-2025","2025-03-12 20:14:22.294777","4","4","3.1500","3.1500","2025-03-13 15:59:49",NULL,"20250313153709","000ce676-f569-4138-80ad-4c44e7e84309",False
107147953,"27","495","4278","566573","Rabi",NULL,"","","0503200","Mango","नदी","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.0093","0.0093","2025-03-13 15:59:49",NULL,"20250313153709","000e70c3-5cd1-422a-b9e1-83b6519f9ca0",False
107147954,"27","466","4212","558481","Rabi",NULL,"","","0200400","Chickpea","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","9","9","6.5200","6.5200","2025-03-13 15:59:49",NULL,"20250313153709","001003aa-2634-415c-ad42-f98f29f81822",False
107147955,"27","478","3972","527760","Rabi",NULL,"","","0101901","Wheat","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","20","20","16.8500","16.8500","2025-03-13 15:59:49",NULL,"20250313153709","0010682c-15a1-4697-a33b-b1f3f1bbc042",False
107147956,"27","491","4179","554421","Rabi",NULL,"","","0200100","Avarekalu","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.2650","0.2650","2025-03-13 15:59:49",NULL,"20250313153709","00024623-64b1-45c4-adc4-7a16710035c8",False
107147957,"27","486","3954","944568","Rabi",NULL,"","","0702000","Onion","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","14","14","20.4400","20.4400","2025-03-13 15:59:49",NULL,"20250313153709","00032580-0160-4107-9e1a-e79272c84b35",False
107147958,"27","496","4251","562537","Rabi",NULL,"","","0300200","Sugarcane","सरकारी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.1500","0.1500","2025-03-13 15:59:49",NULL,"20250313153709","0003ac8b-2b10-452e-9299-216eb0fbbe2d",False
107147959,"27","470","4218","559200","Rabi",NULL,"","","0101000","Maize","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.1000","0.1000","2025-03-13 15:59:49",NULL,"20250313153709","00041f90-6582-462a-a76f-e43569e4fccc",False
107147960,"27","474","3956","526035","Rabi",NULL,"","","0101000","Maize","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","2.9100","2.9100","2025-03-13 15:59:49",NULL,"20250313153709","0004f7d6-9c2d-4aa1-a2f3-ed4e0df12252",False
107147961,"27","466","4209","558118","Rabi",NULL,"","","0801000","Safflower","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.8500","0.8500","2025-03-13 15:59:49",NULL,"20250313153709","0005b05f-8706-4177-977f-40bb9e7d691c",False
107147962,"27","496","4246","562142","Rabi",NULL,"","","0300200","Sugarcane","तलाव","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.2200","0.2200","2025-03-13 15:59:49",NULL,"20250313153709","000680d8-b63c-492c-a88d-8e3c4abf6d86",False
107147963,"27","477","4115","546387","Rabi",NULL,"","","0702000","Onion","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.9400","0.9400","2025-03-13 15:59:49",NULL,"20250313153709","0006c8d9-8102-4f75-8d07-00a5b3239267",False
107147965,"27","468","4012","533099","Rabi",NULL,"","","0101901","Wheat","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","5","5","9.0100","9.0100","2025-03-13 15:59:49",NULL,"20250313153709","0007aa37-c0c7-4705-8521-345ce06de70b",False
107147966,"27","485","4108","545336","Rabi",NULL,"","","0101901","Wheat","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.4900","1.4900","2025-03-13 15:59:49",NULL,"20250313153709","00095d55-8802-4acc-b751-473b0464e08c",False
107147967,"27","479","4127","547543","Rabi",NULL,"","","0101800","Sorghum","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","4","4","3.0000","3.0000","2025-03-13 15:59:49",NULL,"20250313153709","00096c7d-a881-49b1-b8cf-6717db124904",False
107147968,"27","478","3974","528021","Rabi",NULL,"","","0800400","Groundnut","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","2.3500","2.3500","2025-03-13 15:59:49",NULL,"20250313153709","000983c3-12fb-4ac7-b179-194f68ccc2bd",False
107147969,"27","494","4258","563320","Rabi",NULL,"","","0501900","Grapes","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.7200","0.7200","2025-03-13 15:59:49",NULL,"20250313153709","000a1878-9a03-4c4a-a739-3b5200e97c1a",False
107147970,"27","469","4139","549129","Rabi",NULL,"","","0101901","Wheat","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","4","4","1.4000","1.4000","2025-03-13 15:59:49",NULL,"20250313153709","000ac2a8-5e66-47c0-bf3e-904a77cc03c4",False
107147971,"27","473","4068","540963","Rabi",NULL,"","","0201400","Urdbean","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.3200","0.3200","2025-03-13 15:59:49",NULL,"20250313153709","000b3e50-fc50-462d-a93f-4b118a9ef9d4",False
107147972,"27","475","4056","538873","Rabi",NULL,"","","0101701","Rice","नाला","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","2.2400","2.2400","2025-03-13 15:59:49",NULL,"20250313153709","000b980f-954f-41df-82e4-68147388c481",False
107147973,"27","478","3962","526862","Rabi",NULL,"","","0700900","Carrot","अन्य सर्व्हे नंबर मधील  कुपनलिका ","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.0037","0.0037","2025-03-13 15:59:49",NULL,"20250313153709","000ec149-591d-4a58-8d70-43f91e00a963",False
107147974,"27","469","4133","548347","Rabi",NULL,"","","0801200","Soybean","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.0000","1.0000","2025-03-13 15:59:49",NULL,"20250313153709","000fc9bf-6093-4109-bf3d-c763470d882c",False
107147975,"27","488","4240","561422","Rabi",NULL,"","","0801200","Soybean","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.6000","1.6000","2025-03-13 15:59:49",NULL,"20250313153709","000f1a81-c4bf-456a-add1-ddd87f788ab8",False
107147976,"27","479","4125","547278","Rabi",NULL,"","","0101901","Wheat","अन्य सर्व्हे नं. मधिल विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.6200","0.6200","2025-03-13 15:59:49",NULL,"20250313153709","00100d0e-7df9-419f-bc1c-dc222c9c6df6",False
107147977,"27","487","4146","550192","Rabi",NULL,"","","0702000","Onion","अन्य सर्व्हे नं. मधिल विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","5","5","2.1684","2.1684","2025-03-13 15:59:49",NULL,"20250313153709","0010330d-898a-4446-948a-0f5d99d34bac",False
107147978,"27","493","4299","568543","Rabi",NULL,"","","0501900","Grapes","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","9","9","5.3881","5.3881","2025-03-13 15:59:49",NULL,"20250313153709","001072b8-6756-417f-88c5-7867d36b8e76",False
107147979,"27","474","3959","526581","Rabi",NULL,"","","0101000","Maize","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","64","64","39.6100","39.6100","2025-03-13 15:59:49",NULL,"20250313153709","0010aa75-5dac-428d-ad89-2d25861a6051",False
107147980,"27","493","4304","568895","Rabi",NULL,"","","0101901","Wheat","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","119","119","100.1925","100.1925","2025-03-13 15:59:49",NULL,"20250313153709","00113195-a5ed-48d2-8b5c-d0435c084455",False
107147981,"27","470","4219","559298","Rabi",NULL,"","","0101300","Pearl Millet","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","4","4","1.8850","1.8850","2025-03-13 15:59:49",NULL,"20250313153709","0011dbfd-bde8-4528-8e34-0909c4dcdfc5",False
107147982,"27","488","4240","561413","Rabi",NULL,"","","0402000","Nigella","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.8300","0.8300","2025-03-13 15:59:49",NULL,"20250313153709","00134973-f8e8-4a29-af71-3ca457c50a94",False
107147983,"27","475","4054","538700","Rabi",NULL,"","","0201400","Urdbean","नाला","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.8400","0.8400","2025-03-13 15:59:49",NULL,"20250313153709","00133835-584a-42ce-a419-dc6151e015e8",False
107147984,"27","665","4163","552266","Rabi",NULL,"","","0700500","Brinjal","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","4","4","2.1400","2.1400","2025-03-13 15:59:49",NULL,"20250313153709","0013d3c1-1753-4d6f-9f29-13e5956ac563",False
107147985,"27","472","3984","529265","Rabi",NULL,"","","0200400","Chickpea","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","18","18","28.3100","28.3100","2025-03-13 15:59:49",NULL,"20250313153709","00108cf8-50da-42fb-8cc2-c5282249278e",False
107147986,"27","470","4223","559842","Rabi",NULL,"","","0200400","Chickpea","सरकारी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.7500","0.7500","2025-03-13 15:59:49",NULL,"20250313153709","00116184-2a29-4005-95b5-6d1590b63cd9",False
107147987,"27","469","4135","548556","Rabi",NULL,"","","0101000","Maize","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","9","9","4.9800","4.9800","2025-03-13 15:59:49",NULL,"20250313153709","0011aec8-21c3-49f5-bf40-aadca30ee386",False
107147988,"27","466","4212","558481","Rabi",NULL,"","","0101901","Wheat","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","118","118","92.4800","92.4800","2025-03-13 15:59:49",NULL,"20250313153709","0012635a-50d0-4eca-bc69-3b180404ab43",False
107147989,"27","485","4108","545329","Rabi",NULL,"","","0101800","Sorghum","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.4200","1.4200","2025-03-13 15:59:49",NULL,"20250313153709","0012a6a8-b511-4344-abf9-da5756059fad",False
107147990,"27","466","4206","557794","Rabi",NULL,"","","0101800","Sorghum","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.9800","0.9800","2025-03-13 15:59:49",NULL,"20250313153709","0012c814-17b7-4b73-bff0-eeee2f35c56b",False
107147991,"27","490","4200","557108","Rabi",NULL,"","","0502400","Jamun","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.0000","1.0000","2025-03-13 15:59:49",NULL,"20250313153709","0013e553-8bc5-4abe-bd49-012f35e3321f",False
107147992,"27","468","4006","532201","Rabi",NULL,"","","0505300","Sweet Orange","तलाव","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.1100","1.1100","2025-03-13 15:59:49",NULL,"20250313153709","00146c94-d029-40d9-bd67-55e0d1d2c882",False
107147993,"27","486","3953","525578","Rabi",NULL,"","","0800400","Groundnut","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.5600","0.5600","2025-03-13 15:59:49",NULL,"20250313153709","0014737b-7683-4e75-9452-d139a7da5d67",False
107147994,"27","489","4117","546622","Rabi",NULL,"","","1504200","Teak","जलाशय उपसा सिंचन","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.1000","0.1000","2025-03-13 15:59:49",NULL,"20250313153709","0014767d-3794-486c-859d-955eaa5aea1b",False
107147995,"27","475","4057","539152","Rabi",NULL,"","","0201200","Pigeon Pea","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","20","20","23.3198","23.3198","2025-03-13 15:59:49",NULL,"20250313153709","0014d430-b3b3-440a-beef-3cd962c7cc5e",False
107147996,"27","466","4211","558266","Rabi",NULL,"","","0101800","Sorghum","खाजगी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.6500","0.6500","2025-03-13 15:59:49",NULL,"20250313153709","00154a26-6d66-4780-a40f-942c96fb3049",False
107147997,"27","494","4259","563448","Rabi",NULL,"","","0101901","Wheat","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","7","7","0.4227","0.4227","2025-03-13 15:59:49",NULL,"20250313153709","0014ff2e-95d6-4498-8c44-99674285f59b",False
107147998,"27","473","4065","540394","Rabi",NULL,"","","0101901","Wheat","शेततळे","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.3000","0.3000","2025-03-13 15:59:49",NULL,"20250313153709","00155230-6fa9-48eb-aecb-cd299c8e687c",False
107147999,"27","466","4207","557901","Rabi",NULL,"","","0702000","Onion","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.6800","0.6800","2025-03-13 15:59:49",NULL,"20250313153709","00157c40-8c37-4d96-ab99-b2df7eb025c9",False
107148000,"27","499","3999","531228","Rabi",NULL,"","","0101800","Sorghum","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.2200","0.2200","2025-03-13 15:59:49",NULL,"20250313153709","00156520-2190-4f55-a460-84584f634944",False
107148001,"27","473","4066","540635","Rabi",NULL,"","","0101901","Wheat","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.0300","1.0300","2025-03-13 15:59:49",NULL,"20250313153709","00158e49-33e8-4cb3-a879-aa30f8e686c0",False
107148002,"27","484","4035","536333","Rabi",NULL,"","","0200400","Chickpea","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","29","29","49.9100","49.9100","2025-03-13 15:59:49",NULL,"20250313153709","001599ff-3070-481d-9ec2-2d3c0682e1a0",False
107148003,"27","489","4117","546578","Rabi",NULL,"","","0101800","Sorghum","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","6","6","4.4900","4.4900","2025-03-13 15:59:49",NULL,"20250313153709","0015fc39-4039-4093-b390-6324b59d66b9",False
107148004,"27","472","3975","528219","Rabi",NULL,"","","0200400","Chickpea","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","7","7","5.2600","5.2600","2025-03-13 15:59:49",NULL,"20250313153709","0015f1ce-cdc6-40e1-92ec-4a8b00e349ec",False
107148005,"27","490","4199","556875","Rabi",NULL,"","","0503200","Mango","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.3000","0.3000","2025-03-13 15:59:49",NULL,"20250313153709","0016e991-0916-4e8c-9f59-2ac7a5d37266",False
107148006,"27","472","3983","529097","Rabi",NULL,"","","0201200","Pigeon Pea","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.8500","0.8500","2025-03-13 15:59:49",NULL,"20250313153709","00170784-db23-41c3-919f-a20cb68e8223",False
107148007,"27","498","4017","533865","Rabi",NULL,"","","0200400","Chickpea","नाला","Hectare","2024-2025","2025-03-12 20:14:22.294777","5","5","5.7400","5.7400","2025-03-13 15:59:49",NULL,"20250313153709","0017128c-a973-44fe-8005-73f3860793b7",False
107148008,"27","490","4187","555392","Rabi",NULL,"","","0702000","Onion","सरकारी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.4200","0.4200","2025-03-13 15:59:49",NULL,"20250313153709","001783ba-d86f-4a78-9ae6-b362a493fbbb",False
107148009,"27","469","4137","548920","Rabi",NULL,"","","0101901","Wheat","बंधारा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.1800","1.1800","2025-03-13 15:59:49",NULL,"20250313153709","001798d0-6f3e-4a63-9531-8be112a8b4a5",False
107148010,"27","487","4149","550670","Rabi",NULL,"","","0701900","Okra","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","7","7","6.3150","6.3150","2025-03-13 15:59:49",NULL,"20250313153709","001798f5-7d45-48e7-b520-37d25379fd68",False
107148011,"27","479","4128","547744","Rabi",NULL,"","","0300200","Sugarcane","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.3300","1.3300","2025-03-13 15:59:49",NULL,"20250313153709","0017a8c8-1d01-4266-bae4-1f1d51c4fd6d",False
107148012,"27","477","4112","545866","Rabi",NULL,"","","0101901","Wheat","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","2.8000","2.8000","2025-03-13 15:59:49",NULL,"20250313153709","0017a8f0-8a13-453e-9b55-fa680702b4e8",False
107148013,"27","490","4187","555388","Rabi",NULL,"","","0702000","Onion","अन्य सर्व्हे नंबर मधील  कुपनलिका ","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","0.9500","0.9500","2025-03-13 15:59:49",NULL,"20250313153709","0017b8bc-e7d5-4419-8ee5-412a3c3a730f",False
107148014,"27","493","4301","568675","Rabi",NULL,"","","0200400","Chickpea","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","21","21","6.6467","6.6467","2025-03-13 15:59:49",NULL,"20250313153709","0017d832-6389-411d-952c-ef7e69876822",False
107148015,"27","490","4189","555604","Rabi",NULL,"","","0702000","Onion","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","13","13","8.5567","8.5567","2025-03-13 15:59:49",NULL,"20250313153709","0017fe81-3cc4-4ca9-bfcc-7cf62342d27f",False
107148016,"27","490","4200","557083","Rabi",NULL,"","","0500800","Banana","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","29","29","23.2110","23.2110","2025-03-13 15:59:49",NULL,"20250313153709","00180e6e-f8ed-4943-bc6f-6d896a146b83",False
107148017,"27","473","4067","540726","Rabi",NULL,"","","0101901","Wheat","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","7","7","3.0700","3.0700","2025-03-13 15:59:49",NULL,"20250313153709","0007f065-db7e-4e4d-8f54-1f91029f8fb1",False
107148018,"27","487","4149","550661","Rabi",NULL,"","","1302900","Marigold","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","3.9900","3.9900","2025-03-13 15:59:49",NULL,"20250313153709","000821d4-1c73-4690-b283-92460c9995cf",False
107148019,"27","478","3974","528143","Rabi",NULL,"","","0500800","Banana","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","12","12","8.5000","8.5000","2025-03-13 15:59:49",NULL,"20250313153709","0008569b-260b-48b7-90bb-d57dc9bf1fc0",False
107148020,"27","472","3983","529165","Rabi",NULL,"","","0101901","Wheat","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","20","20","20.3900","20.3900","2025-03-13 15:59:49",NULL,"20250313153709","00086a96-a57a-4c92-b824-d49042650e6d",False
107148021,"27","493","4301","943636","Rabi",NULL,"","","0501600","Dragon Fruit","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","7","7","5.6100","5.6100","2025-03-13 15:59:49",NULL,"20250313153709","0008f456-f51f-481b-8bf0-89cf5288a0a7",False
