"rec_id","state_lgd_code","district_lgd_code","sub_district_lgd_code","village_lgd_code","season","season_id","season_start_date","season_end_date","crop_code","crop_name_eng","irrigation_source","area_unit","year","timestamp","no_of_plots","no_of_farmers","crop_area_closed","crop_area_approved","createdat","updatedat","reference_id","record_id","is_view"
107148022,"27","496","4248","562282","Rabi",NULL,"","","0101901","Wheat","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.2100","0.2100","2025-03-13 15:59:49",NULL,"20250313153709","000ab609-814f-4cf9-a4f2-0e1b8cbf248f",False
107148023,"27","480","4294","568145","Rabi",NULL,"","","0300200","Sugarcane","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.0500","0.0500","2025-03-13 15:59:49",NULL,"20250313153709","000ada6e-45e1-41ac-b629-82efb884d516",False
107148024,"27","474","3957","526116","Rabi",NULL,"","","0101901","Wheat","अन्य सर्व्हे नं. मधिल विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","7","7","8.6400","8.6400","2025-03-13 15:59:49",NULL,"20250313153709","000ae69c-8854-4aa9-aaad-2aead52c4f2e",False
107148025,"27","496","4253","562718","Rabi",NULL,"","","0200400","Chickpea","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","2.2200","2.2200","2025-03-13 15:59:49",NULL,"20250313153709","000c2ddb-9130-4e02-8c00-704266efff9b",False
107148026,"27","480","4283","567093","Rabi",NULL,"","","0300200","Sugarcane","नदी","Hectare","2024-2025","2025-03-12 20:14:22.294777","72","72","5.0310","5.0310","2025-03-13 15:59:49",NULL,"20250313153709","000c6e39-1edf-4509-b168-6aa26f8c374e",False
107148027,"27","466","4209","558117","Rabi",NULL,"","","0101901","Wheat","तलाव","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.7467","0.7467","2025-03-13 15:59:49",NULL,"20250313153709","000ce64c-5874-4ee4-a7c2-7a32b5ea95bf",False
107148028,"27","480","4285","567272","Rabi",NULL,"","","0300200","Sugarcane","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.4646","0.4646","2025-03-13 15:59:49",NULL,"20250313153709","000e2406-38c1-49ae-aa97-be97f0eb903d",False
107148029,"27","492","4271","565612","Rabi",NULL,"","","0501200","Cashew","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.4300","0.4300","2025-03-13 15:59:49",NULL,"20250313153709","000f0291-5f59-4993-8d74-f6c8f68b87ce",False
107148030,"27","484","4036","536584","Rabi",NULL,"","","0801200","Soybean","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.8100","0.8100","2025-03-13 15:59:49",NULL,"20250313153709","00104142-2708-4edc-8c1a-1fc2fb36eee8",False
107148031,"27","480","4291","567748","Rabi",NULL,"","","0300200","Sugarcane","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","15","15","2.0091","2.0091","2025-03-13 15:59:49",NULL,"20250313153709","00109058-81ee-406f-a2b9-35171c37fc71",False
107148032,"27","474","3958","526380","Rabi",NULL,"","","0503200","Mango","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.7800","1.7800","2025-03-13 15:59:49",NULL,"20250313153709","00109074-cc1c-4d84-8cdc-5c602ba5d605",False
107148033,"27","486","3952","525415","Rabi",NULL,"","","0300200","Sugarcane","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.0000","1.0000","2025-03-13 15:59:49",NULL,"20250313153709","00119359-a183-4d7b-a4fe-b3467b4c4a2e",False
107148034,"27","470","4220","559440","Rabi",NULL,"","","0101800","Sorghum","नदी","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","1.9700","1.9700","2025-03-13 15:59:49",NULL,"20250313153709","0011edca-a284-4b73-bb55-b73e43e2df46",False
107148035,"27","488","4236","561121","Rabi",NULL,"","","0702000","Onion","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","5","5","2.0000","2.0000","2025-03-13 15:59:49",NULL,"20250313153709","00121ce4-820e-41e1-91bb-8687a768cf7a",False
107148036,"27","474","3958","526379","Rabi",NULL,"","","0101000","Maize","नदी","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.8500","0.8500","2025-03-13 15:59:49",NULL,"20250313153709","00128449-370d-4a40-8fc4-045f95cc5f50",False
107148037,"27","484","4035","536360","Rabi",NULL,"","","0200400","Chickpea","शेततळे","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","8.1480","8.1480","2025-03-13 15:59:49",NULL,"20250313153709","0012c2d1-6047-4cb7-bf1f-62b15847c1b3",False
107148038,"27","475","4053","538598","Rabi",NULL,"","","0101000","Maize","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","18","18","18.8500","18.8500","2025-03-13 15:59:49",NULL,"20250313153709","0012c90b-9cbe-4668-bd23-79d0e8be48dc",False
107148039,"27","496","4254","562848","Rabi",NULL,"","","0300200","Sugarcane","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","2.2200","2.2200","2025-03-13 15:59:49",NULL,"20250313153709","0012d678-43cb-4b76-b9a5-17f029621f6f",False
107148040,"27","469","4139","549148","Rabi",NULL,"","","0702000","Onion","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","21","21","16.1800","16.1800","2025-03-13 15:59:49",NULL,"20250313153709","0012ea35-121b-48e5-b3bc-cd7be1574ca9",False
107148041,"27","466","4209","558095","Rabi",NULL,"","","0504500","Pomegranate","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.4700","0.4700","2025-03-13 15:59:49",NULL,"20250313153709","0012fb2c-3463-46bb-bff3-d65a635213ca",False
107148042,"27","479","4125","547322","Rabi",NULL,"","","0200400","Chickpea","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","314","314","212.8030","212.8030","2025-03-13 15:59:49",NULL,"20250313153709","0013310c-15be-461c-8dbd-256d52a5b908",False
107148043,"27","477","4115","546387","Rabi",NULL,"","","0101901","Wheat","तलाव","Hectare","2024-2025","2025-03-12 20:14:22.294777","21","21","16.0200","16.0200","2025-03-13 15:59:49",NULL,"20250313153709","00134b0e-ac9e-4576-b08a-4710e58eea96",False
107148044,"27","478","3972","527832","Rabi",NULL,"","","0500100","Acid Lime","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.6500","1.6500","2025-03-13 15:59:49",NULL,"20250313153709","00116331-d353-49f5-8bea-57d5fe8e6399",False
107148045,"27","496","4254","562890","Rabi",NULL,"","","0101901","Wheat","कालवा उपसा सिंचन","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.2500","1.2500","2025-03-13 15:59:49",NULL,"20250313153709","00118a95-7ea5-4261-938e-fb56043694cc",False
107148046,"27","466","4202","557435","Rabi",NULL,"","","0504500","Pomegranate","शेततळे","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.2500","0.2500","2025-03-13 15:59:49",NULL,"20250313153709","0014066d-422e-417e-b190-04ddb4e42176",False
107148047,"27","472","3979","528592","Rabi",NULL,"","","0800400","Groundnut","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.8100","0.8100","2025-03-13 15:59:49",NULL,"20250313153709","00128912-ce45-46c4-9e86-894abfa153be",False
107148048,"27","489","4124","547192","Rabi",NULL,"","","0101901","Wheat","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","1.4600","1.4600","2025-03-13 15:59:49",NULL,"20250313153709","0012bb6b-ff03-4fe7-9a49-42770e7967d2",False
107148049,"27","494","4264","564463","Rabi",NULL,"","","0101901","Wheat","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.1363","0.1363","2025-03-13 15:59:49",NULL,"20250313153709","0013a898-920b-46d8-bdaa-4720a5510341",False
107148050,"27","492","4271","565583","Rabi",NULL,"","","0503200","Mango","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","16","16","12.5713","12.5713","2025-03-13 15:59:49",NULL,"20250313153709","0013f2cb-f2d0-4284-b24b-9f84c626193d",False
107148051,"27","466","4209","558158","Rabi",NULL,"","","0501500","Custard Apple","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","1.1000","1.1000","2025-03-13 15:59:49",NULL,"20250313153709","0013f8a2-b753-448e-a503-1e44a141aec8",False
107148052,"27","472","3983","529101","Rabi",NULL,"","","0200400","Chickpea","खाजगी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.6000","0.6000","2025-03-13 15:59:49",NULL,"20250313153709","00143990-8529-45c6-a93a-fb79e349796a",False
107148053,"27","472","3983","529192","Rabi",NULL,"","","0200400","Chickpea","खाजगी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.8500","0.8500","2025-03-13 15:59:49",NULL,"20250313153709","00147bf3-0c71-4601-a8c7-0066429c97df",False
107148054,"27","471","4042","537417","Rabi",NULL,"","","0400700","Chilli","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","0.8000","0.8000","2025-03-13 15:59:49",NULL,"20250313153709","0014a570-6f05-4f1d-858d-2b421cbfadc6",False
107148055,"27","466","4206","557717","Rabi",NULL,"","","0702000","Onion","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","26","26","16.6700","16.6700","2025-03-13 15:59:49",NULL,"20250313153709","0014c5fb-ae19-4c0f-aa86-5c538d7aad71",False
107148057,"27","490","4200","557071","Rabi",NULL,"","","0502000","Guava","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.8000","0.8000","2025-03-13 15:59:49",NULL,"20250313153709","0014e190-c1cc-40aa-a05d-7053b11f65d2",False
107148058,"27","478","3972","527828","Rabi",NULL,"","","0101000","Maize","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.2000","0.2000","2025-03-13 15:59:49",NULL,"20250313153709","0015474b-9e00-4581-87f7-7ae094518daf",False
107148059,"27","475","4053","538527","Rabi",NULL,"","","0201100","Mungbean","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","6","6","4.2800","4.2800","2025-03-13 15:59:49",NULL,"20250313153709","00157e4c-eadf-4302-997c-66a3e5cd4aa4",False
107148060,"27","494","4262","563928","Rabi",NULL,"","","0300200","Sugarcane","नदी","Hectare","2024-2025","2025-03-12 20:14:22.294777","11","11","4.6425","4.6425","2025-03-13 15:59:49",NULL,"20250313153709","0015a91b-5cc3-4cf8-9aae-a3ec0ead5b12",False
107148061,"27","473","4064","540185","Rabi",NULL,"","","0200400","Chickpea","सरकारी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.3500","1.3500","2025-03-13 15:59:49",NULL,"20250313153709","0016565e-915d-4a50-8b48-c1d1fbdef117",False
107148062,"27","480","4292","567910","Rabi",NULL,"","","0300200","Sugarcane","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.0600","0.0600","2025-03-13 15:59:49",NULL,"20250313153709","0016c850-5e56-45eb-a731-ace4195ed131",False
107148063,"27","487","4143","549864","Rabi",NULL,"","","0702000","Onion","खाजगी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.1800","0.1800","2025-03-13 15:59:49",NULL,"20250313153709","00166a79-76f0-4f26-9eb7-17cfef8ca699",False
107148064,"27","490","4189","555569","Rabi",NULL,"","","0300200","Sugarcane","तलाव","Hectare","2024-2025","2025-03-12 20:14:22.294777","4","4","1.9840","1.9840","2025-03-13 15:59:49",NULL,"20250313153709","0016d974-19f3-4718-bd8b-ee6ab928163f",False
107148065,"27","474","3957","526143","Rabi",NULL,"","","0503400","Mulberry","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.9200","1.9200","2025-03-13 15:59:49",NULL,"20250313153709","001676e9-bc39-4208-b35c-cf9b79820bb3",False
107148066,"27","472","3980","528686","Rabi",NULL,"","","0500800","Banana","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","1.3100","1.3100","2025-03-13 15:59:49",NULL,"20250313153709","00177e83-76ba-4389-861d-af3bfc7cb692",False
107148067,"27","481","4226","560113","Rabi",NULL,"","","0200400","Chickpea","सरकारी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","90","90","78.1300","78.1300","2025-03-13 15:59:49",NULL,"20250313153709","00175a36-6c54-4f8a-9fb3-f39ccad0df20",False
107148068,"27","485","4110","545685","Rabi",NULL,"","","0101901","Wheat","तलाव","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.4100","0.4100","2025-03-13 15:59:49",NULL,"20250313153709","0017611f-2edf-4055-a6c2-4de30ec21416",False
107148069,"27","478","3960","526739","Rabi",NULL,"","","0701300","Cluster Bean","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.3000","0.3000","2025-03-13 15:59:49",NULL,"20250313153709","00178f29-a1be-427b-a786-458140337f5e",False
107148070,"27","478","3971","943272","Rabi",NULL,"","","0101000","Maize","नदी","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","5.8100","5.8100","2025-03-13 15:59:49",NULL,"20250313153709","0017872f-4c66-4d3a-8d37-a52dec153825",False
107148071,"27","470","4215","558832","Rabi",NULL,"","","0503200","Mango","सरकारी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.5200","0.5200","2025-03-13 15:59:49",NULL,"20250313153709","00178c81-0b15-4d21-8b6c-12fe28f0b8c6",False
107148072,"27","494","4262","563759","Rabi",NULL,"","","0801200","Soybean","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.0167","0.0167","2025-03-13 15:59:49",NULL,"20250313153709","00180cc7-edd5-4076-bd1e-1acd6c88b6dd",False
107148073,"27","487","4150","550739","Rabi",NULL,"","","0503200","Mango","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","13","13","4.8400","4.8400","2025-03-13 15:59:49",NULL,"20250313153709","00185676-0351-41a9-aa0e-5bf90407f112",False
107148074,"27","498","4020","534262","Rabi",NULL,"","","0101000","Maize","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","2.4000","2.4000","2025-03-13 15:59:49",NULL,"20250313153709","0018e0b5-26a0-4aca-bf72-adbbbdae4f62",False
107148075,"27","490","4193","556315","Rabi",NULL,"","","0801000","Safflower","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.2400","0.2400","2025-03-13 15:59:49",NULL,"20250313153709","0019142a-a99c-4cc8-ba06-0b084cb63c27",False
107148076,"27","478","3966","527226","Rabi",NULL,"","","0101901","Wheat","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","14","14","10.9884","10.9884","2025-03-13 15:59:49",NULL,"20250313153709","001916c2-566c-4064-9c45-cc00aff4f661",False
107148077,"27","498","4022","534535","Rabi",NULL,"","","0200400","Chickpea","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","34","34","69.0100","69.0100","2025-03-13 15:59:49",NULL,"20250313153709","00191d73-7bcf-4f57-b205-d1befa0d4a87",False
107148078,"27","500","4086","543076","Rabi",NULL,"","","0101800","Sorghum","नदी","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.9000","0.9000","2025-03-13 15:59:49",NULL,"20250313153709","0018a979-467e-4573-9fa4-db186ead1cfd",False
107148079,"27","488","4239","561339","Rabi",NULL,"","","0800400","Groundnut","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.0400","0.0400","2025-03-13 15:59:49",NULL,"20250313153709","0019fba1-08f6-45d1-9dc6-3701b11c2d54",False
107148080,"27","488","4236","561076","Rabi",NULL,"","","0101901","Wheat","जलाशय उपसा सिंचन","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.8800","0.8800","2025-03-13 15:59:49",NULL,"20250313153709","001a0b9b-42cf-4a6a-8ae0-fb8661926aeb",False
107148081,"27","469","4137","548770","Rabi",NULL,"","","0101901","Wheat","अन्य सर्व्हे नं. मधिल विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.6400","1.6400","2025-03-13 15:59:49",NULL,"20250313153709","001a4050-00b1-415f-b9f0-f852bf3f3e01",False
107148082,"27","490","4193","556203","Rabi",NULL,"","","0300200","Sugarcane","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.6260","0.6260","2025-03-13 15:59:49",NULL,"20250313153709","001a5fc6-aa30-4be4-b823-a9854e11d723",False
107148083,"27","490","4193","556223","Rabi",NULL,"","","0101901","Wheat","नदी","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.3550","0.3550","2025-03-13 15:59:49",NULL,"20250313153709","001ac5b5-d6bf-426b-8b35-d3e7ca940662",False
107148084,"27","487","4149","550620","Rabi",NULL,"","","0402000","Nigella","अन्य सर्व्हे नं. मधिल विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.3680","0.3680","2025-03-13 15:59:49",NULL,"20250313153709","001aabfd-f030-4aea-867b-9f1468913252",False
107148085,"27","494","4260","563542","Rabi",NULL,"","","0702000","Onion","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","4","4","1.4604","1.4604","2025-03-13 15:59:49",NULL,"20250313153709","001ade05-fe2c-490e-bb00-e95c137a4d86",False
107148086,"27","480","4291","567765","Rabi",NULL,"","","0300200","Sugarcane","खाजगी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.1474","0.1474","2025-03-13 15:59:49",NULL,"20250313153709","001b37be-3090-462e-9c9b-ce52f95a1222",False
107148087,"27","466","4206","557763","Rabi",NULL,"","","0200400","Chickpea","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","16","16","10.3807","10.3807","2025-03-13 15:59:49",NULL,"20250313153709","001b61f9-1ba6-401f-b1c2-cd6fe8cfae2e",False
107148088,"27","484","4028","535561","Rabi",NULL,"","","0503900","Papaya","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","2.4100","2.4100","2025-03-13 15:59:49",NULL,"20250313153709","001c42b9-c12c-4a16-ba5c-eb07c3ad40cb",False
107148089,"27","475","4058","539218","Rabi",NULL,"","","0900100","Diploid Cotton","बोडी ","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","2.3300","2.3300","2025-03-13 15:59:49",NULL,"20250313153709","001c4ab2-dac6-41bb-a3f0-bd2828b33fae",False
107148090,"27","498","4017","533812","Rabi",NULL,"","","0505300","Sweet Orange","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.8000","0.8000","2025-03-13 15:59:49",NULL,"20250313153709","001c6958-747f-4fba-a759-6d6f04ccbf52",False
107148091,"27","485","4098","544491","Rabi",NULL,"","","0801200","Soybean","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.8000","0.8000","2025-03-13 15:59:49",NULL,"20250313153709","001da968-df9c-4e51-91d0-d023cf5a8350",False
107148092,"27","500","4081","542344","Rabi",NULL,"","","0101800","Sorghum","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","2.0000","2.0000","2025-03-13 15:59:49",NULL,"20250313153709","001de608-aca7-4aad-ad1b-896cb9fecbb1",False
107148093,"27","470","4218","559273","Rabi",NULL,"","","0503300","Mosami","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.4600","1.4600","2025-03-13 15:59:49",NULL,"20250313153709","00191522-cdc6-40f6-b1a9-1c08416966c8",False
107148094,"27","490","4199","556890","Rabi",NULL,"","","0101000","Maize","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.0600","0.0600","2025-03-13 15:59:49",NULL,"20250313153709","001ecca1-19f8-4063-9f96-08daa23a85fe",False
107148095,"27","470","4225","560075","Rabi",NULL,"","","0200400","Chickpea","सरकारी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.7700","0.7700","2025-03-13 15:59:49",NULL,"20250313153709","001ebc6b-e544-4853-ba00-6194deffe742",False
107148096,"27","475","4053","538576","Rabi",NULL,"","","0401000","Coriander","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.4000","0.4000","2025-03-13 15:59:49",NULL,"20250313153709","001935d9-39d3-4d03-8a91-def71c6a78eb",False
107148097,"27","481","4232","560695","Rabi",NULL,"","","0101901","Wheat","अन्य सर्व्हे नं. मधिल विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.1100","0.1100","2025-03-13 15:59:49",NULL,"20250313153709","0019bfa5-8de9-48f2-84ec-a16fdfa5d8e1",False
107148098,"27","478","3964","527067","Rabi",NULL,"","","0200400","Chickpea","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","4","4","5.0600","5.0600","2025-03-13 15:59:49",NULL,"20250313153709","0019e413-ef29-46c2-9118-ed0d5765e8ed",False
107148099,"27","480","4284","567212","Rabi",NULL,"","","0100400","Finger Millet","शेततळे","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","7.0000","7.0000","2025-03-13 15:59:49",NULL,"20250313153709","001a2688-c3fc-4e71-a45b-eba00a577c27",False
107148100,"27","488","4240","561410","Rabi",NULL,"","","0505000","Sapota","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.0202","0.0202","2025-03-13 15:59:49",NULL,"20250313153709","001a47bc-aa3b-4b64-b283-e5ace6a657dd",False
107148101,"27","495","4275","566250","Rabi",NULL,"","","0503200","Mango","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","271","271","83.7426","83.7426","2025-03-13 15:59:49",NULL,"20250313153709","001a4eb6-04c7-4080-a35e-512b865eb88f",False
107148102,"27","500","4086","542960","Rabi",NULL,"","","0300200","Sugarcane","अजलसिंचित","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","3.5100","3.5100","2025-03-13 15:59:49",NULL,"20250313153709","001a4f94-fdfb-4ef1-adf2-77ac57a1c906",False
107148103,"27","480","4289","567612","Rabi",NULL,"","","0300200","Sugarcane","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","0.1996","0.1996","2025-03-13 15:59:49",NULL,"20250313153709","001fdf22-1fc3-4aaa-be86-e99bd4a7d6c7",False
107148104,"27","490","4199","556892","Rabi",NULL,"","","0300200","Sugarcane","सरकारी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","2.0000","2.0000","2025-03-13 15:59:49",NULL,"20250313153709","001a84d4-6333-49d9-a13c-1d017dcbac8a",False
107148105,"27","489","4118","546751","Rabi",NULL,"","","0300200","Sugarcane","शेततळे","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.0000","1.0000","2025-03-13 15:59:49",NULL,"20250313153709","001aa065-7b4e-4771-ad57-01bbdb759b70",False
107148106,"27","485","4096","544317","Rabi",NULL,"","","0101901","Wheat","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.3000","0.3000","2025-03-13 15:59:49",NULL,"20250313153709","001aba9f-8cc9-41ec-88b3-540423809d74",False
107148107,"27","466","4210","558178","Rabi",NULL,"","","0702000","Onion","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","21","21","14.9950","14.9950","2025-03-13 15:59:49",NULL,"20250313153709","0020489f-afd5-43bb-9539-f2d9c9c6f434",False
107148108,"27","478","3968","527383","Rabi",NULL,"","","0101300","Pearl Millet","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.5100","0.5100","2025-03-13 15:59:49",NULL,"20250313153709","002058e1-6679-45a2-b3c5-91bba23245e0",False
107148109,"27","487","4152","550973","Rabi",NULL,"","","0700500","Brinjal","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","4.9400","4.9400","2025-03-13 15:59:49",NULL,"20250313153709","001b558c-717a-47fd-a8ab-f5ae7f03efe7",False
107148110,"27","496","4251","562519","Rabi",NULL,"","","0101800","Sorghum","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","5","5","3.7800","3.7800","2025-03-13 15:59:49",NULL,"20250313153709","001b6e78-48bd-436d-a37d-9876eef1d402",False
107148111,"27","485","4103","544951","Rabi",NULL,"","","0200400","Chickpea","खाजगी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.0200","1.0200","2025-03-13 15:59:49",NULL,"20250313153709","001bf461-28ee-45e5-8f2a-2b778afe778b",False
107148112,"27","469","4141","943245","Rabi",NULL,"","","0702000","Onion","सरकारी कालवा","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.2400","1.2400","2025-03-13 15:59:49",NULL,"20250313153709","001c3ae1-c24a-41c1-a162-985ed01fd77d",False
107148113,"27","500","4089","543398","Rabi",NULL,"","","0101901","Wheat","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","2","2","0.6500","0.6500","2025-03-13 15:59:49",NULL,"20250313153709","001c42f4-bc66-4c04-a89d-b07df0ae79a4",False
107148114,"27","488","4240","561492","Rabi",NULL,"","","0200400","Chickpea","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","183","183","203.0400","203.0400","2025-03-13 15:59:49",NULL,"20250313153709","00181208-4206-45da-8239-36802bc403d9",False
107148115,"27","500","4086","542924","Rabi",NULL,"","","0101901","Wheat","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","8","8","8.6800","8.6800","2025-03-13 15:59:49",NULL,"20250313153709","00183999-6700-438a-8b1f-846a56a77fc9",False
107148116,"27","486","3952","525442","Rabi",NULL,"","","0300200","Sugarcane","कुपनलिका/बोअरवेल/विंधन विहीर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","1.2000","1.2000","2025-03-13 15:59:49",NULL,"20250313153709","0018540f-8a23-4f0b-85ff-2bd657674ba8",False
107148117,"27","466","4208","557943","Rabi",NULL,"","","0503300","Mosami","अन्य सर्व्हे नं. मधिल विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","3","3","1.7020","1.7020","2025-03-13 15:59:49",NULL,"20250313153709","00185589-1ffa-4eac-9035-066f76f79211",False
107148118,"27","466","4213","558625","Rabi",NULL,"","","0702000","Onion","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","384","384","243.9240","243.9240","2025-03-13 15:59:49",NULL,"20250313153709","001865da-c8e6-4d80-933f-d022ccd80a8f",False
107148119,"27","473","4069","541076","Rabi",NULL,"","","0201100","Mungbean","विहिर","Hectare","2024-2025","2025-03-12 20:14:22.294777","1","1","0.4000","0.4000","2025-03-13 15:59:49",NULL,"20250313153709","00190dbd-3af7-4444-bed6-acfc8d60f17b",False
